,0
1824,11101
1825,10024
1826,10128
1827,10011
1828,10014
1829,10013
1830,11201-1832
1831,10023
1832,10017
1833,10009
1834,10009
1835,10036
1836,10003
1837,11211
1838,10010
1839,10009
1840,10128
1841,10003
1842,10019
1843,11371
1844,10023
1845,11217
1846,10012-3332
1847,11201
1848,10012
1849,10021
1850,10003
1851,10007
1852,11249
1853,10010
1854,07114
1855,10016
1856,10024
1857,10011
1858,10009
1859,10009
1860,10001
1861,10003
1862,10275
1863,10009
1864,10010
1865,10005
1866,10011
1867,10002
1868,10028
1869,10022
1870,10028
1871,10010
1872,10001
1873,10028
1874,11217
1875,11371
1876,10001
1877,10021
1878,10010
1879,10021
1880,11249
1881,10014
1882,10001
1883,10011
1884,10023
1885,10007
1886,10028
1887,10012
1888,10001
1889,10012
1890,10036
1891,10010
1892,10075
1893,10003
1894,10014
1895,10009
1896,10009
1897,11201
1898,10065
1899,10001
1900,10023
1901,11201
1902,10028
1903,10016
1904,11238
1905,10028
1906,10023
1907,10011
1908,11231
1909,10003
1910,11231
1911,10024
1912,10075
1913,10012-3332
1914,10016
1915,10158-3650
1916,10011
1917,11221
1918,10019
1919,10013
1920,10013
1921,10282
1922,10010
1923,10013
1924,10009
1925,10009
1926,10009
1927,10013
1928,10009
1929,10009
1930,10019
1931,10010
1932,10010
1933,10021
1934,10018
1935,11222
1936,10011
1937,10014
1938,10019
1939,11201
1940,10069
1941,10019
1942,10036
1943,10028
1944,10021
1945,11216
1946,10014
1947,11102
1948,10003
1949,10128
1950,
1951,10001
1952,10013
1953,10012
1954,11215
1955,10128
1956,10009
1957,10021
1958,10003
1959,10012
1960,11201
1961,10025
1962,10038
1963,10009
1964,11211
1965,11106
1966,10012
1967,10019
1968,10001
1969,10024
1970,11211
1971,10024
1972,10029
1973,10011
1974,10018
1975,10014
1976,10021
1977,10002
1978,10036
1979,10016
1980,11209
1981,11371
1982,10013
1983,10009
1984,10037
1985,10065
1986,10002
1987,10009
1988,10009
1989,11205
1990,10024
1991,10028
1992,10002
1993,11206
1994,10021
1995,10011
1996,10002
1997,10038
1998,10004
1999,10009
2000,10111
2001,10002
2002,10001
